id,name,description,audience_size,type,source,partner,path
6003496694880,Jaguar Cars,,29918800,interests,,,Interests/Additional interests/Jaguar Cars
6003350255327,Flannel,,4524940,interests,,,Interests/Additional interests/Flannel
6003268182136,TV reality shows,,232985790,interests,,,Interests/Entertainment/Television programme/TV reality shows
6003775704452,Dr. Josh Axe,,1402010,interests,,,Interests/Additional interests/Dr. Josh Axe
6002964193317,Filter feeder,,2718050,interests,,,Interests/Additional interests/Filter feeder
925007000949719,ExxonMobil Corporation,,104669,work_employers,,,Demographics/Work/Employers/ExxonMobil Corporation
111981368817860,King (Roi),,32563,work_positions,,,Demographics/Work/Job Titles/King (Roi)
6003713880583,Armani,,25403050,interests,,,Interests/Additional interests/Armani
6003324461177,Pharaoh,,6044810,interests,,,Interests/Additional interests/Pharaoh
6003429827257,Fakty TVN,,715730,interests,,,Interests/Additional interests/Fakty TVN
6003399759489,Foals,,2427860,interests,,,Interests/Additional interests/Foals
6003260217757,Vinca,,665620,interests,,,Interests/Additional interests/Vinca
6003427734519,Constructivism (art),,35970,interests,,,Interests/Additional interests/Constructivism (art)
113608488649613,Afon Taf High School,,5569,education_schools,,,Demographics/Education/Schools/Universities/Afon Taf High School
6003641127690,AOK.dk,,51610,interests,,,Interests/Additional interests/AOK.dk
6003465288839,Technical support,,14554820,interests,,,Interests/Additional interests/Technical support
109314752427545,Veterinary physician (Baytar),,86342,work_positions,,,Demographics/Work/Job Titles/Veterinary physician (Baytar)
6003991123053,iPhone 4S,,18950160,interests,,,Interests/Additional interests/iPhone 4S
6002963442155,Ramon Magsaysay (Cubao) High School,,22670,interests,,,Interests/Additional interests/Ramon Magsaysay (Cubao) High School
6003342740996,Club Atlas,,5254030,interests,,,Interests/Additional interests/Club Atlas
6003158081234,Ellwangen,,49230,interests,,,Interests/Additional interests/Ellwangen
6003044741762,Paris Hilton's Dubai BFF,,1920,interests,,,Interests/Additional interests/Paris Hilton's Dubai BFF
6003779707452,Soulja Boy,,7762470,interests,,,Interests/Additional interests/Soulja Boy
6003102614434,Toe,,38209320,interests,,,Interests/Additional interests/Toe
6003434693170,Larva,,6484320,interests,,,Interests/Additional interests/Larva
6013891913758,Bab Rizq Jameel,,724480,interests,,,Interests/Additional interests/Bab Rizq Jameel
6014133357032,Hürriyet Aile,,80900,interests,,,Interests/Additional interests/Hürriyet Aile
6003223823276,Amsterdam Airport Schiphol,,2200540,interests,,,Interests/Additional interests/Amsterdam Airport Schiphol
6003525882770,BG-Mamma,,104550,interests,,,Interests/Additional interests/BG-Mamma
135171819835226,"Synod Higher Secondary School, Aizawl",,21717,education_schools,,,"Demographics/Education/Schools/Universities/Synod Higher Secondary School, Aizawl"
6004383767972,iPad 1,People who access the Internet through an iPad 1,3095609,behaviors,,,Behaviours/Mobile Device User/All Mobile Devices by Brand/Apple/iPad 1
6003066189670,Trump,,3175170,interests,,,Interests/Additional interests/Trump
610549105744995,Sultan Aji Muhammad Sulaiman Airport,,35090,interests,,,Interests/Additional interests/Sultan Aji Muhammad Sulaiman Airport
6003232518610,Parenting,,233622867,interests,,,Interests/Family and relationships/Parenting
6003833146052,Lewis Black,,787900,interests,,,Interests/Additional interests/Lewis Black
107761332580366,BB&T,,17637,work_employers,,,Demographics/Work/Employers/BB&T
6017738032025,Frozen desserts,Consumers in households that are likely buyers of frozen desserts based on their actual past purchasing behavior.,32577300,behaviors,Loyalty card and transaction-level household purchase data with multi-channel coverage across all product categories.,DLX,Behaviours/Purchase behavior/Food and drink/Frozen food/Frozen desserts
6003497655425,Functional group,,7726680,interests,,,Interests/Additional interests/Functional group
6002964422372,American Historic Racing Motorcycle Association,,18430,interests,,,Interests/Additional interests/American Historic Racing Motorcycle Association
6003041788315,Wing,,20166510,interests,,,Interests/Additional interests/Wing
6003295521542,Long-eared owl,,150880,interests,,,Interests/Additional interests/Long-eared owl
6003048378985,Los Angeles,,54297430,interests,,,Interests/Additional interests/Los Angeles
6002959353520,Aditya Chopra,,3856120,interests,,,Interests/Additional interests/Aditya Chopra
6003212138647,Boere Krisis Aksie (B.K.A.),,143540,interests,,,Interests/Additional interests/Boere Krisis Aksie (B.K.A.)
154569404578,Brazilian Jiu Jitsu,,3312,work_employers,,,Demographics/Work/Employers/Brazilian Jiu Jitsu
6015952188296,قصة و فكرة - Tale and Trail,,49410,interests,,,Interests/Additional interests/قصة و فكرة - Tale and Trail
6003500352386,ATG (AB Trav och Galopp),,1668,interests,,,Interests/Additional interests/ATG (AB Trav och Galopp)
6003142808661,Yonca Evcimik,,146300,interests,,,Interests/Additional interests/Yonca Evcimik
6003347807181,Attention deficit hyperactivity disorder awareness,,8812410,interests,,,Interests/Additional interests/Attention deficit hyperactivity disorder awareness
6003234964047,Recklessness (law),,892120,interests,,,Interests/Additional interests/Recklessness (law)
6003567719718,Gold,,187549920,interests,,,Interests/Additional interests/Gold
6003354329987,pmt,,108,interests,,,Interests/Additional interests/pmt
6003470181483,American Board of Medical Specialties,,184610,interests,,,Interests/Additional interests/American Board of Medical Specialties
6003278259180,Gabriela Spanic,,2168200,interests,,,Interests/Additional interests/Gabriela Spanic
6003438013377,BC Žalgiris,,399080,interests,,,Interests/Additional interests/BC Žalgiris
6003463361503,Aakash Chopra,,965330,interests,,,Interests/Additional interests/Aakash Chopra
6003183538612,Homosexuality,,31852640,interests,,,Interests/Additional interests/Homosexuality
6003331032169,Lime (color),,560960,interests,,,Interests/Additional interests/Lime (color)
6014660407365,dhfl,,213810,interests,,,Interests/Additional interests/dhfl
6003106528990,Crédit Agricole,,1097720,interests,,,Interests/Additional interests/Crédit Agricole
6002993075194,KDU College Sdn Bhd,,9680,interests,,,Interests/Additional interests/KDU College Sdn Bhd
6003492369965,etv ghana,,365180,interests,,,Interests/Additional interests/etv ghana
1073636652649372,Ahsan Ali Syed,,1250670,interests,,,Interests/Additional interests/Ahsan Ali Syed
108642425827739,Bishop George Ahr High School,,12967,education_schools,,,Demographics/Education/Schools/Universities/Bishop George Ahr High School
6003304522660,Stelios Kazantzidis,,77180,interests,,,Interests/Additional interests/Stelios Kazantzidis
837010273057332,VH1 Exes,,258410,interests,,,Interests/Additional interests/VH1 Exes
6003392615325,FTSE Group,,14610,interests,,,Interests/Additional interests/FTSE Group
6019903712137,Puno Quechua,,3380,interests,,,Interests/Additional interests/Puno Quechua
6003215003138,Tau,,4456110,interests,,,Interests/Additional interests/Tau
6003356954554,PCP,,55310,interests,,,Interests/Additional interests/PCP
6003667259504,Aysel Tuğluk,,22740,interests,,,Interests/Additional interests/Aysel Tuğluk
6003059092956,Lkw,,6070,interests,,,Interests/Additional interests/Lkw
6003252135711,Resident Evil,,9558600,interests,,,Interests/Additional interests/Resident Evil
6003356317832,Laser beam welding,,56040,interests,,,Interests/Additional interests/Laser beam welding
6003127815436,NBB,,854560,interests,,,Interests/Additional interests/NBB
6010890225365,Canon EOS 700D,,1036680,interests,,,Interests/Additional interests/Canon EOS 700D
6003327549180,Idaho,,4188580,interests,,,Interests/Additional interests/Idaho
112224858788968,Médecins Sans Frontières (AzG),,26896,work_employers,,,Demographics/Work/Employers/Médecins Sans Frontières (AzG)
6003494599027,Odawa,,43180,interests,,,Interests/Additional interests/Odawa
6011208308029,EbuyJo,,100560,interests,,,Interests/Additional interests/EbuyJo
107595619270316,Eurest,,50051,work_employers,,,Demographics/Work/Employers/Eurest
6003493196565,FHI Heat,,196,interests,,,Interests/Additional interests/FHI Heat
6003146904984,Sea urchin,,961230,interests,,,Interests/Additional interests/Sea urchin
6003700670691,Cargo,,32046840,interests,,,Interests/Additional interests/Cargo
6002952914374,صناع الحياه بكليه طب المنصوره,,1120,interests,,,Interests/Additional interests/صناع الحياه بكليه طب المنصوره
152704025083784,Quem Acontece,,529580,interests,,,Interests/Additional interests/Quem Acontece
6006289281025,Nissan,People in households that own Nissans.,12183200,behaviors,"Multi-sourced, US consumer household information from IHS Automotive (Polk) that draws from geographic, demographic, and area-level vehicle characteristics validated using actual vehicle registration data",DLX,Behaviours/Automotive/Owners/Make/Nissan
6003203781612,The Very Hungry Caterpillar,,407520,interests,,,Interests/Additional interests/The Very Hungry Caterpillar
6003269192499,Arzachena,,103700,interests,,,Interests/Additional interests/Arzachena
6003307244805,Dafina Rexhepi,,108830,interests,,,Interests/Additional interests/Dafina Rexhepi
6014751816231,Ahlam Sari,,310870,interests,,,Interests/Additional interests/Ahlam Sari
6003253532086,Anvil,,929800,interests,,,Interests/Additional interests/Anvil
6003348691319,Ulu,,64300,interests,,,Interests/Additional interests/Ulu
6003224470461,CHOK,,127940,interests,,,Interests/Additional interests/CHOK
6003362099145,2009 ATP World Tour,,2068990,interests,,,Interests/Additional interests/2009 ATP World Tour
103129156394545,Argentina (Arjantin),,8310,work_employers,,,Demographics/Work/Employers/Argentina (Arjantin)
6003110937992,Jolin Tsai,,1895020,interests,,,Interests/Additional interests/Jolin Tsai
6003073168739,Spirituality,,157518190,interests,,,Interests/Additional interests/Spirituality
6003102605840,Stationery,,19713140,interests,,,Interests/Additional interests/Stationery
106434849394478,"RCPIT,Shirpur",,3123,education_schools,,,"Demographics/Education/Schools/Universities/RCPIT,Shirpur"
6003445970680,Anatomy,,92412980,interests,,,Interests/Additional interests/Anatomy
6003177131366,WEW,,87700,interests,,,Interests/Additional interests/WEW
157612817601632,FQMA,,2026,work_employers,,,Demographics/Work/Employers/FQMA
6003363678335,bdu,,73060,interests,,,Interests/Additional interests/bdu
6008968595417,Anton Ewald,,126650,interests,,,Interests/Additional interests/Anton Ewald
177887327930,Quaker Steak and Lube,,2435,work_employers,,,Demographics/Work/Employers/Quaker Steak and Lube
6003436438970,Ripple marks,,66440,interests,,,Interests/Additional interests/Ripple marks
6003191060905,Wizard (Middle-earth),,277750,interests,,,Interests/Additional interests/Wizard (Middle-earth)
39644305296,Fight Club (film),,10529,work_employers,,,Demographics/Work/Employers/Fight Club (film)
6003199487167,RNS Institute of Technology,,32710,interests,,,Interests/Additional interests/RNS Institute of Technology
6003531201198,Atif Aslam,,14205360,interests,,,Interests/Additional interests/Atif Aslam
6003353069832,Pko,,2010,interests,,,Interests/Additional interests/Pko
6003302155369,Fuerteventura,,1497700,interests,,,Interests/Additional interests/Fuerteventura
6003720444062,Star Wars,,54564041,interests,,,Interests/Additional interests/Star Wars
462637743780353,Foster + Partners,,2909,work_employers,,,Demographics/Work/Employers/Foster + Partners
6015346790841,Ish Ait Hamou,,137430,interests,,,Interests/Additional interests/Ish Ait Hamou
6017738033025,Antiperspirants & deodorants,Consumers in households that are likely buyers of antiperspirants & deodorants based on their actual past purchasing behavior.,31736700,behaviors,Loyalty card and transaction-level household purchase data with multi-channel coverage across all product categories.,DLX,Behaviours/Purchase behavior/Health and beauty/Antiperspirants & deodorants
6003001012244,UAM Azcapotzalco,,151040,interests,,,Interests/Additional interests/UAM Azcapotzalco
6002966046729,Lizzy Caplan,,179830,interests,,,Interests/Additional interests/Lizzy Caplan
6003517199464,Sociedade Esportiva Palmeiras,,19115720,interests,,,Interests/Additional interests/Sociedade Esportiva Palmeiras
6003282996127,Ethnology,,1085670,interests,,,Interests/Additional interests/Ethnology
119270584920,Institut Polytechnique des Sciences Avancées (AAEIPSA),,5789,education_schools,,,Demographics/Education/Schools/Universities/Institut Polytechnique des Sciences Avancées (AAEIPSA)
6003161391178,Le Rire,,840690,interests,,,Interests/Additional interests/Le Rire
6002972941574,KOP,,106080,interests,,,Interests/Additional interests/KOP
105638589471122,Screenwriter (Argumentista),,20751,work_positions,,,Demographics/Work/Job Titles/Screenwriter (Argumentista)
649188628486342,Android (AOSP),,18931,work_employers,,,Demographics/Work/Employers/Android (AOSP)
6003655684078,Kenny Clarke,,481860,interests,,,Interests/Additional interests/Kenny Clarke
6003513578537,Beat (music),,54940630,interests,,,Interests/Additional interests/Beat (music)
6004045458296,Floppy disk,,579080,interests,,,Interests/Additional interests/Floppy disk
6015810661189,Ruroc,,693240,interests,,,Interests/Additional interests/Ruroc
21785951839,9GAG,,5308,work_employers,,,Demographics/Work/Employers/9GAG
6020757080657,ApeCrime,,887540,interests,,,Interests/Additional interests/ApeCrime
6002961797755,Primer (molecular biology),,816840,interests,,,Interests/Additional interests/Primer (molecular biology)
6003183028122,Work of art,,30978930,interests,,,Interests/Additional interests/Work of art
6003124848658,ATR (aircraft manufacturer),,422930,interests,,,Interests/Additional interests/ATR (aircraft manufacturer)
6003384040004,sdr,,38040,interests,,,Interests/Additional interests/sdr
93087127698,Beckfield College,,5652,education_schools,,,Demographics/Education/Schools/Universities/Beckfield College
6005915150613,Oculus Rift,,1232310,interests,,,Interests/Additional interests/Oculus Rift
279735488706119,National University of Bangladesh । FGC Campus,,8666,education_schools,,,Demographics/Education/Schools/Universities/National University of Bangladesh । FGC Campus
6003012966681,Free will,,3383330,interests,,,Interests/Additional interests/Free will
6003432411554,Aubade Paris,,217190,interests,,,Interests/Additional interests/Aubade Paris
140674112641839,Acklam campus,,36497,education_schools,,,Demographics/Education/Schools/Universities/Acklam campus
6003397473347,Book of Job,,7505950,interests,,,Interests/Additional interests/Book of Job
6003249560188,BCF,,17630,interests,,,Interests/Additional interests/BCF
6003679977307,Value (personal and cultural),,35501150,interests,,,Interests/Additional interests/Value (personal and cultural)
6003148699636,Ha-ha,,7310100,interests,,,Interests/Additional interests/Ha-ha
6003431546850,Best Action RPG Online,,13090,interests,,,Interests/Additional interests/Best Action RPG Online
6003462468303,Hellboy II: The Golden Army,,888300,interests,,,Interests/Additional interests/Hellboy II: The Golden Army
6003350367357,FuzzYard,,21900,interests,,,Interests/Additional interests/FuzzYard
6003331798171,And Then There Were None,,66570,interests,,,Interests/Additional interests/And Then There Were None
6003148967236,Disney Aulani,,407350,interests,,,Interests/Additional interests/Disney Aulani
6003037146929,Eyelid glue,,31470,interests,,,Interests/Additional interests/Eyelid glue
6003314843418,Amway Global,,215530,interests,,,Interests/Additional interests/Amway Global
6003658781287,Wildlife rehabilitation,,542120,interests,,,Interests/Additional interests/Wildlife rehabilitation
107949802559567,BPI History,,28875,education_schools,,,Demographics/Education/Schools/Universities/BPI History
6003391125006,"Makato, Aklan",,10410,interests,,,"Interests/Additional interests/Makato, Aklan"
6003351446232,Alcohol abuse,,1505770,interests,,,Interests/Additional interests/Alcohol abuse
6003582468038,Conan O'Brien,,4805120,interests,,,Interests/Additional interests/Conan O'Brien
6012670705135,موقع كورة اون لاين,,2997630,interests,,,Interests/Additional interests/موقع كورة اون لاين
1484720555073149,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",,4298,work_employers,,,"Demographics/Work/Employers/Bureau of Alcohol, Tobacco, Firearms, and Explosives"
6003025081756,Foivos Delivorias,,40550,interests,,,Interests/Additional interests/Foivos Delivorias
6003466585319,Online banking,,44305190,interests,,,Interests/Business and industry/Banking/Online banking
6003164930558,Sarah Palin,,6166490,interests,,,Interests/Additional interests/Sarah Palin
6003360942793,BAFTA Award for Best Actress in a Supporting Role,,831550,interests,,,Interests/Additional interests/BAFTA Award for Best Actress in a Supporting Role
6004119004410,Scots pine,,216150,interests,,,Interests/Additional interests/Scots pine
6003456612944,Alcon,,2061660,interests,,,Interests/Additional interests/Alcon
205803936114958,Akita University,,7804,education_schools,,,Demographics/Education/Schools/Universities/Akita University
287494981323241,Ftec Ensino Superior,,6495,education_schools,,,Demographics/Education/Schools/Universities/Ftec Ensino Superior
6003389823912,Lake Atitlán,,318540,interests,,,Interests/Additional interests/Lake Atitlán
6011726956234,RPM Italian,,35430,interests,,,Interests/Additional interests/RPM Italian
497133203636345,Gedik Üniversitesi,,6584,education_schools,,,Demographics/Education/Schools/Universities/Gedik Üniversitesi
6003735808353,ACI Prensa,,872470,interests,,,Interests/Additional interests/ACI Prensa
6003478875764,HRstandard.pl,,6550,interests,,,Interests/Additional interests/HRstandard.pl
6003148791436,CGchannel,,105420,interests,,,Interests/Additional interests/CGchannel
6002965982892,Hotel Erwin,,3740,interests,,,Interests/Additional interests/Hotel Erwin
6010085117132,Working women,People in households where there is a female known to be working outside the home,36062700,household_composition,"Derived from occupation and gender, provided by Acxiom",Acxiom,Demographics/Home/Household Composition/Working women
6003436170370,Exercise equipment,,5581040,interests,,,Interests/Additional interests/Exercise equipment
6003329755843,ark,,212260,interests,,,Interests/Additional interests/ark
6003421057431,Public transport in Istanbul,,87380,interests,,,Interests/Additional interests/Public transport in Istanbul
88885897364,Blackpool Pleasure Beach,,3105,work_employers,,,Demographics/Work/Employers/Blackpool Pleasure Beach
6003285708497,Pakatan Rakyat,,3295320,interests,,,Interests/Additional interests/Pakatan Rakyat
10092511675,Rihanna Armenia,,27279,work_employers,,,Demographics/Work/Employers/Rihanna Armenia
6013483055376,Revista Meus 15 anos,,161000,interests,,,Interests/Additional interests/Revista Meus 15 anos
6003135857640,Fiji national rugby union team,,272050,interests,,,Interests/Additional interests/Fiji national rugby union team
6002899670310,FTW!,,29190,interests,,,Interests/Additional interests/FTW!
112557858755634,FBT,,2306,work_employers,,,Demographics/Work/Employers/FBT
6003407715077,THQ,,1222140,interests,,,Interests/Additional interests/THQ
6003655147278,The Hague,,4286790,interests,,,Interests/Additional interests/The Hague
6003012856681,Epsom Downs Racecourse,,35770,interests,,,Interests/Additional interests/Epsom Downs Racecourse
104053332963487,Arheological,,108601,education_majors,,,Demographics/Education/Fields of Study/Arheological
103770256328342,The Alchemist (El alquimista),,3619,work_employers,,,Demographics/Work/Employers/The Alchemist (El alquimista)
180450401992237,Şişli Etfal Eğitim ve Araştırma Hastanesi,,3698,work_employers,,,Demographics/Work/Employers/Şişli Etfal Eğitim ve Araştırma Hastanesi
6019753697932,Apartment,Households with people who live in an apartment,38100,home_type,"Survey data, Public data, Magazine Subscriptions, provided by Acxiom",Acxiom,Demographics/Home/Home Type/Apartment
6003348075781,Atopic dermatitis,,687870,interests,,,Interests/Additional interests/Atopic dermatitis
6017634243207,Hidetada Yamagishi IFBB Pro,,984630,interests,,,Interests/Additional interests/Hidetada Yamagishi IFBB Pro
6003626697507,Geisha,,3538210,interests,,,Interests/Additional interests/Geisha
6007983059881,Auvergnat Cola,,7990,interests,,,Interests/Additional interests/Auvergnat Cola
6003229005098,ACPM Medical College,,3980,interests,,,Interests/Additional interests/ACPM Medical College
184657068233440,SMP Negeri 1 Cluring (SpEnzaRink),,3853,education_schools,,,Demographics/Education/Schools/Universities/SMP Negeri 1 Cluring (SpEnzaRink)
6003628812983,Baz Luhrmann,,367120,interests,,,Interests/Additional interests/Baz Luhrmann
6003188355978,Dresses,,434212004,interests,,,Interests/Shopping and fashion/Fashion accessories/Dresses
199712006720791,FTISLAND,,2468,work_employers,,,Demographics/Work/Employers/FTISLAND
6003049406244,RTÉ Concert Orchestra,,116750,interests,,,Interests/Additional interests/RTÉ Concert Orchestra
6003286630711,Red Fort,,973960,interests,,,Interests/Additional interests/Red Fort
6003270631102,Exchange-traded fund,,619660,interests,,,Interests/Additional interests/Exchange-traded fund
6003278931580,"Fountain Valley, California",,139410,interests,,,"Interests/Additional interests/Fountain Valley, California"
6003150823836,Bsharri District,,5900,interests,,,Interests/Additional interests/Bsharri District
6003125814188,Jodhaa Akbar,,652360,interests,,,Interests/Additional interests/Jodhaa Akbar
6003987976466,Ayn Rand Institute,,313850,interests,,,Interests/Additional interests/Ayn Rand Institute
6003461181625,Edgar Degas,,639150,interests,,,Interests/Additional interests/Edgar Degas
6003117415068,BBC News Online,,27146130,interests,,,Interests/Additional interests/BBC News Online
6003918157623,Ayu Ting Ting,,8692950,interests,,,Interests/Additional interests/Ayu Ting Ting
6003436360931,Jon Voight,,14403640,interests,,,Interests/Additional interests/Jon Voight
6003047962244,Peace,,76504280,interests,,,Interests/Additional interests/Peace
90150555408,Park Ranger (Guarda de caça),,41042,work_positions,,,Demographics/Work/Job Titles/Park Ranger (Guarda de caça)
115201171824236,Rizal Technological University (Boni Campus),,6487,education_schools,,,Demographics/Education/Schools/Universities/Rizal Technological University (Boni Campus)
6003412940006,Plurality voting system,,382320,interests,,,Interests/Additional interests/Plurality voting system
108010965893000,Bricklayer (Brick Layer),,977150,work_positions,,,Demographics/Work/Job Titles/Bricklayer (Brick Layer)
6003287311276,Uzbek language,,158240,interests,,,Interests/Additional interests/Uzbek language
6002879473972,Rory McIlroy,,1783014,interests,,,Interests/Additional interests/Rory McIlroy
6006873805896,AdForum,,21100,interests,,,Interests/Additional interests/AdForum
6002988562394,Advanced Micro Devices,,6690950,interests,,,Interests/Additional interests/Advanced Micro Devices
140418286036113,Bandung Pilot Academy,,6272,education_schools,,,Demographics/Education/Schools/Universities/Bandung Pilot Academy
6006520993425,Crackers,People in households that are heavy buyers of crackers.,57417100,behaviors,Loyalty card and transaction-level household purchase data with multi-channel coverage across all product categories.,DLX,Behaviours/Purchase behavior/Food and drink/Sweets and snacks/Crackers
297428020284482,Pontifical Catholic University of Rio Grande do Sul...,,212000,education_schools,,,Demographics/Education/Schools/Universities/Pontifical Catholic University of Rio Grande do Sul...
6002925257121,Kanban,,69720,interests,,,Interests/Additional interests/Kanban
6016421544043,Government College of Engineering and Leather Technology,,3060,interests,,,Interests/Additional interests/Government College of Engineering and Leather Technology
102133723161178,"R.P.T.P. High School, V. V. Nagar.",,3844,education_schools,,,"Demographics/Education/Schools/Universities/R.P.T.P. High School, V. V. Nagar."
108586322498773,BMSIT,,10779,education_schools,,,Demographics/Education/Schools/Universities/BMSIT
6002961546594,bros,,171790,interests,,,Interests/Additional interests/bros
6003345693689,AVN Adult Entertainment Expo,,49810,interests,,,Interests/Additional interests/AVN Adult Entertainment Expo
8754337404,Rue 21,,75984,work_employers,,,Demographics/Work/Employers/Rue 21
6003082094197,Uzbeks,,154620,interests,,,Interests/Additional interests/Uzbeks
6013281631981,bgo,,37650,interests,,,Interests/Additional interests/bgo
6003684133038,Overview of gun laws by nation,,5395900,interests,,,Interests/Additional interests/Overview of gun laws by nation
102190653156262,Account manager,,871915,work_positions,,,Demographics/Work/Job Titles/Account manager
108869752478046,FGGC Bakori,,4566,education_schools,,,Demographics/Education/Schools/Universities/FGGC Bakori
1424173794570182,Aafia Movement (Official),,141530,interests,,,Interests/Additional interests/Aafia Movement (Official)
6003290797841,Esai Morales,,242010,interests,,,Interests/Additional interests/Esai Morales
6003463172344,Ricardo Arjona Web,,1605820,interests,,,Interests/Additional interests/Ricardo Arjona Web
6003175144249,Oud,,4747140,interests,,,Interests/Additional interests/Oud
6003193315505,Biz (detergent),,261740,interests,,,Interests/Additional interests/Biz (detergent)
6003582533838,Personal computer,,162663510,interests,,,Interests/Additional interests/Personal computer
6003344509981,Tsakiris Mallas,,211300,interests,,,Interests/Additional interests/Tsakiris Mallas
6003385803942,BET Networks,,5336220,interests,,,Interests/Additional interests/BET Networks
6003359279404,Pulley,,1383900,interests,,,Interests/Additional interests/Pulley
6003406385606,Frequency,,26659170,interests,,,Interests/Additional interests/Frequency
6003539685673,Repetitive strain injury,,63430,interests,,,Interests/Additional interests/Repetitive strain injury
6003143087761,Danielle Campbell,,961770,interests,,,Interests/Additional interests/Danielle Campbell
6002989779320,Aja (album),,7535100,interests,,,Interests/Additional interests/Aja (album)
6018705534883,MrBboy45,,194500,interests,,,Interests/Additional interests/MrBboy45
6003699184313,Extended essay,,25942840,interests,,,Interests/Additional interests/Extended essay
6002984551320,Acid,,44667470,interests,,,Interests/Additional interests/Acid
6003507922280,EPDM rubber,,121620,interests,,,Interests/Additional interests/EPDM rubber
6004034491409,BAE Systems,,2551450,interests,,,Interests/Additional interests/BAE Systems
6003136535040,Bnei Akiva,,48720,interests,,,Interests/Additional interests/Bnei Akiva
6009219163405,Baauer,,722290,interests,,,Interests/Additional interests/Baauer
6003585471307,Ayo Oritsejafor,,90220,interests,,,Interests/Additional interests/Ayo Oritsejafor
6003218991722,Swag (bedroll),,15796840,interests,,,Interests/Additional interests/Swag (bedroll)
6015536032348,amc.com.mk,,190070,interests,,,Interests/Additional interests/amc.com.mk
6003334328488,Pro Evolution Soccer 2,,9275510,interests,,,Interests/Additional interests/Pro Evolution Soccer 2
6003240337499,"Ahuacatlán, Nayarit",,51010,interests,,,"Interests/Additional interests/Ahuacatlán, Nayarit"
6003299212338,FDP-NRW,,2260,interests,,,Interests/Additional interests/FDP-NRW
6003133295728,Cif,,2260110,interests,,,Interests/Additional interests/Cif
6003305186211,iki,,79410,interests,,,Interests/Additional interests/iki
206935736104994,ben aknoune alger,,4447,education_schools,,,Demographics/Education/Schools/Universities/ben aknoune alger
106215529409578,Judge (Amtsrichter),,83490,work_positions,,,Demographics/Work/Job Titles/Judge (Amtsrichter)
100673213399099,Aosta Valley University,,5448,education_schools,,,Demographics/Education/Schools/Universities/Aosta Valley University
157109577786,Big Bazaar,,10491,work_employers,,,Demographics/Work/Employers/Big Bazaar
408563815984860,Auro,,47180,interests,,,Interests/Additional interests/Auro
6003051344445,Private property,,8631420,interests,,,Interests/Additional interests/Private property
6003398379883,Audio mastering,,29187610,interests,,,Interests/Additional interests/Audio mastering
6003268291736,Iranian peoples,,11191500,interests,,,Interests/Additional interests/Iranian peoples
6003383415404,Bomber (1982 film),,2870360,interests,,,Interests/Additional interests/Bomber (1982 film)
6007408857737,Lady Gaga Fame,,28396480,interests,,,Interests/Additional interests/Lady Gaga Fame
116430871736186,Aakash Institute,,4732,education_schools,,,Demographics/Education/Schools/Universities/Aakash Institute
6008381367812,Enjoy the Ride (Hollyoaks),,1697970,interests,,,Interests/Additional interests/Enjoy the Ride (Hollyoaks)
6005500726777,AMD CrossFireX,,21890,interests,,,Interests/Additional interests/AMD CrossFireX
6002960267520,Hand boiler,,3373410,interests,,,Interests/Additional interests/Hand boiler
6003056834444,Cars,,11096920,interests,,,Interests/Additional interests/Cars
148822555154773,aaaa,,2791,work_positions,,,Demographics/Work/Job Titles/aaaa
6014952215903,Iraq Photo - عراق فوتو,,92360,interests,,,Interests/Additional interests/Iraq Photo - عراق فوتو
6003719320513,Blu-ray Disc recordable,,60130,interests,,,Interests/Additional interests/Blu-ray Disc recordable
6004037932409,Management,,167843220,interests,,,Interests/Business and industry/Management
1,At high school,,19590079,education_statuses,,,Demographics/Education/Education Level/At high school
107882165901609,Pulmonology (Ftyzjatra),,3167,education_majors,,,Demographics/Education/Fields of Study/Pulmonology (Ftyzjatra)
6003303458308,Terminator Salvation,,689620,interests,,,Interests/Additional interests/Terminator Salvation
6012206220929,Al-Quds TV,,15750,interests,,,Interests/Additional interests/Al-Quds TV
6003402115839,Vienne,,165700,interests,,,Interests/Additional interests/Vienne
6018277967025,Light beer,Consumers in households that are likely buyers of light beer based on their actual past purchasing behavior.,996500,behaviors,Loyalty card and transaction-level household purchase data with multi-channel coverage across all product categories.,DLX,Behaviours/Purchase behavior/Food and drink/Alcoholic beverages/Light beer
6003237387810,The Fairly OddParents,,5173430,interests,,,Interests/Additional interests/The Fairly OddParents
6003143109161,Gregory Isaacs,,314050,interests,,,Interests/Additional interests/Gregory Isaacs
6003339218256,Big Beautiful Wellness BBW,,12700,interests,,,Interests/Additional interests/Big Beautiful Wellness BBW
6009268932439,Bharat Heavy Electricals,,183620,interests,,,Interests/Additional interests/Bharat Heavy Electricals
6003220812847,اهواز,,15890,interests,,,Interests/Additional interests/اهواز
6003153751626,Fuji (apple),,418340,interests,,,Interests/Additional interests/Fuji (apple)
6003289618494,Juan Roman Riquelme 10,,191420,interests,,,Interests/Additional interests/Juan Roman Riquelme 10
6009055233853,Abab,,3210,interests,,,Interests/Additional interests/Abab
6003704143491,MAS Fez,,1936970,interests,,,Interests/Additional interests/MAS Fez
6003325215571,Steven Gerrard,,6431060,interests,,,Interests/Additional interests/Steven Gerrard
205586796150,Aylesford School Kent,,3360,education_schools,,,Demographics/Education/Schools/Universities/Aylesford School Kent
6003240210010,Fajita,,1688970,interests,,,Interests/Additional interests/Fajita
